id,gross2016
2685,11433134
2686,20587033
2687,67118094
2688,985270
2689,160648180
2690,48655005
2691,8068942
2692,1021213
2693,30254986
2694,24381922
2695,29348355
2696,208288144
2697,119663571
2698,26646757
2699,50295222
2700,8605
2701,50243791
2702,49245904
2703,119752677
2704,13994
2705,16486097
2706,6467730
2707,3891548
2708,45275276
2709,56557627
2711,0
2712,30242531
2713,185
2714,7236573
2715,141870930
2718,3369999
2719,9684330
2720,156254417
2721,71170017
2722,4285939
2723,98017
2724,164737444
2725,1053236
2726,17047369
2728,32169
2729,16964977
2730,51950816
2731,18265812
2734,18653746
2735,0
2736,54734
2737,3115829
2738,1368498
2739,319978175
2740,1562465
2743,24069601
2744,165650135
2746,62246367
2747,0
2748,26614364
2750,26277
2751,0
2753,79805553
2755,49211778
2756,137421929
2757,18940902
2759,24504626
2760,0
2761,52430544
2762,0
2763,0
2764,21931897
2765,23654
2766,72386058
2767,96813325
2769,6421263
2770,77086030
2772,10532363
2773,21225927
2774,76503255
2776,281024200
2778,48316100
2780,59838160
2781,2963124
2783,20192041
2784,0
2785,14483864
2786,4891631
2787,0
2788,25489
2790,18644252
2791,114437334
2792,32890226
2793,12555230
2797,81673688
2798,23157584
2799,22527724
2800,8782851
2803,29788644
2804,0
2805,0
2806,36147961
2807,154238972
2808,2830333
2811,56816662
2813,0
2814,127985948
2815,128799684
2816,80000410
2817,211522
2818,113281662
2819,10540436
2820,24192004
2821,35714388
2822,19347953
2823,25170739
2824,21377103
2825,127564484
2826,60459414
2828,13249837
2830,11515386
2832,11542
2834,30483287
2836,2440169
2837,0
2839,13927464
2840,41641188
2841,11982131
2842,76501438
2844,0
2845,29240395
2846,33731037
2847,6197866
2848,16345490
2849,64104254
2850,87555776
2851,11671307
2852,7702897
2853,10354447
2854,11964635
2855,5023275
2857,11012153
2858,6426887
2859,4435914
2860,9810991
2861,59903813
2862,6953550
2863,0
2864,11137897
2866,94514940
2867,98945172
2868,76761916
2869,0
2871,0
2874,171410239
2875,0
2876,50055041
2877,5608
2878,27642
2879,2595949
2880,16446667
2882,52101413
2884,6711669
2885,272045
2886,79496220
2887,82258964
2888,12807837
2889,78745923
2890,89253340
2892,25378207
2894,36269624
2895,5528072
2896,4652886
2897,11019171
2899,308461
2900,110111068
2901,9641899
2903,0
2904,459894
2905,34014398
2906,27024
2907,12171670
2908,1413
2909,51034902
2911,2934082
2912,128739156
2913,11671307
2914,60128566
2915,218757
2916,71883330
2917,137512815
2918,2944119
2919,95910635
2920,0
2922,4857376
2923,28785719
2924,47034009
2925,5359774
2926,38345779
2927,124922085
2928,99946020
2929,16848196
2930,2410870
2931,630409
2933,41229955
2934,5829422
2936,0
2937,46026261
2938,78738164
2939,28941156
2940,78124786
2942,52862934
2943,47998071
2944,236091
2945,10561238
2946,1167203
2947,2888
2948,121805890
2951,51916890
2952,131546602
2953,58391447
2954,5284295
2956,60354993
2957,98603572
2958,30148691
2959,47869402
2960,0
2961,25643166
2962,0
2963,59035665
2965,7493
2967,59669547
2968,50554389
2969,79019625
2970,2813297
2972,51704327
2973,10091357
2974,166010537
2975,25459549
2976,53103511
2978,3645438
2980,14406047
2981,101309383
2983,0
2984,30344514
2985,114336385
2986,75307765
2987,895395
2988,6700808
2989,4674326
2990,108909812
2991,0
2993,45455871
2995,18976918
2996,26121703
2997,165282194
2999,244496
3000,513836
3001,18652565
3002,114013
3003,34460460
3004,21257790
3006,15939662
3009,4291965
3010,33673300
3012,54224025
3013,6565973
3015,1679738
3018,0
3019,79014544
3020,10048347
3021,17683
3022,24873003
3023,0
3024,51565097
3026,3300230
3027,34026775
3028,244465
3029,70097031
3030,86792947
3031,2769611
3032,4360943
3033,40803987
3034,218274310
3035,22041830
3036,55690
3037,46364772
3038,23986978
3039,0
3040,1877179
3041,27289932
3042,4677004
3043,73028010
3044,8955929
3045,70681821
3046,42922
3047,74714304
3049,9969341
3050,19917027
3051,30981934
3052,0
3053,867755
3054,49479707
3055,0
3056,7267324
3057,85348598
3059,31214094
3060,103329455
3062,40088050
3063,135580237
3065,1101496
3066,116786
3067,125944100
3068,12249342
3070,74799115
3072,73579685
3073,3517797
3074,0
3075,144419956
3077,132513044
3078,53115281
3079,3066874
3080,12982323
3081,76864144
3082,2802149
3083,139574422
3084,99004875
3086,0
3087,7838
3088,74377286
3089,5644617
3090,172359000
3091,44667095
3092,1896148
3093,67180823
3094,24497017
3095,30417822
3096,17046913
3097,3832779
3098,0
3099,224916771
3100,274385
3101,10447864
3102,9708209
3103,0
3104,16066292
3106,0
3107,22470921
3109,22723
3110,2712
3111,868121
3112,1436231
3113,33573086
3115,40798544
3116,35752130
3117,84889096
3119,0
3121,0
3122,25263231
3123,43719
3124,35099682
3126,132721700
3127,0
3128,96758
3130,128309767
3131,10517491
3132,2874
3133,11283033
3134,10418351
3135,27348888
3136,62647540
3138,0
3140,163451738
3142,163760385
3143,36605165
3146,7504435
3147,665673
3149,37470017
3151,0
3152,700000
3153,11909
3154,0
3155,63260
3156,58073569
3157,2727477
3158,9950
3159,88199167
3160,37053924
3161,0
3162,151393174
3163,2472
3164,22399238
3165,39806338
3166,40037210
3169,67119877
3170,23689869
3171,290539
3172,2470
3173,53593772
3174,38339413
3175,0
3176,48594730
3178,1341
3179,0
3180,92085
3181,1105194
3182,3629758
3183,162478525
3185,7711872
3186,175346964
3187,65562389
3188,22022
3190,9219409
3191,7537048
3192,26578384
3193,17312931
3194,0
3195,21453812
3196,24520892
3197,54587182
3198,1051535
3199,0
3200,7769539
3202,26290127
3203,13392839
3204,38132705
3205,14798275
3206,18708
3207,55187174
3208,40838761
3209,5596446
3210,59671619
3211,95979818
3212,828
3213,2921231
3215,48850164
3216,77231
3218,47877537
3220,96379
3221,0
3222,0
3223,21871933
3224,25298079
3225,48571428
3227,64274417
3228,12770297
3229,51036302
3230,26235158
3231,5865795
3232,36499955
3233,57054833
3235,127711900
3236,22367655
3237,41193531
3238,48642915
3240,45121026
3241,100232
3242,122845653
3243,19386211
3244,22644580
3246,35607685
3247,55026023
3250,29107621
3252,0
3253,91520
3254,15681036
3255,319777
3256,18343617
3257,696938
3258,42213124
3259,1444550
3260,36981999
3261,48925377
3262,53907
3263,68840688
3264,44518
3265,31984748
3266,23297897
3267,72104552
3268,46013921
3269,4712912
3270,35393905
3271,29675932
3273,0
3274,759255
3275,0
3276,744372
3277,62749010
3278,27053815
3280,36001948
3281,0
3282,47271064
3283,107912169
3284,18337671
3286,137392608
3288,80021860
3289,120728530
3290,0
3291,27697931
3292,2106331
3293,6318884
3295,27841389
3296,189972
3297,11083959
3298,596782408
3299,36420445
3300,108344
3301,9047509
3302,140063587
3303,26512326
3304,13496077
3305,78168014
3306,182756836
3308,13379482
3309,9615344
3311,23966906
3312,8294061
3314,144020903
3315,17352441
3317,307072639
3318,8735957
3319,20585982
3320,262351
3321,15989739
3323,24584225
3324,8786435
3325,4568173
3326,425166
3327,97214417
3328,22052269
3330,5361930
3332,15416611
3335,1109108
3336,517124
3337,27733815
3338,91256575
3340,36780549
3341,10312102
3342,81599
3343,55426926
3344,16578401
3345,53699699
3346,32649980
3348,19327
3350,72601713
3351,0
3352,37440997
3353,11542615
3354,16930185
3355,83234786
3356,60627641
3357,42799693
3358,54318243
3359,2127354
3361,1974402
3362,71880940
3363,406702
3364,26713902
3365,43071336
3366,42825204
3367,146771526
3368,6676195
3369,25936130
3370,22842
3371,99462
3372,5790746
3377,15906
3379,89446442
3380,7235453
3381,3607
3382,45818272
3383,17964374
3384,319978175
3385,51557750
3387,150612521
3388,9832292
3389,4967
3390,0
3392,20503161
3394,350185
3395,34277121
3396,124640843
3397,106171033
3398,229311
3399,2712395
3400,0
3402,9844489
3404,24129080
3405,233001
3406,2325010
3407,4956401
3408,12447338
3409,17714444
3410,91784867
3411,6215172
3412,74692794
3413,12701058
3414,35307109
3418,207168453
3419,0
3420,148765187
3421,88254725
3422,9765191
3423,213029213
3424,88089838
3425,43555871
3426,35848
3427,57692799
3428,0
3429,172331451
3430,166205970
3431,11205751
3432,0
3433,38558880
3434,187025816
3436,41984009
3437,29386670
3439,21411815
3440,19677050
3441,56600
3442,0
3443,41054351
3444,23582837
3446,4091700
3447,78669062
3448,40990055
3449,37111121
3450,24049691
3451,56115479
3452,169127552
3453,50767483
3454,19918840
3456,6253821
3457,305208649
3458,0
3459,32832384
3460,7221458
3461,82931301
3462,44392108
3463,5828
3464,267409
3465,113434814
3466,58675759
3467,9289121
3469,7286899
3470,2189
3471,9503
3472,15603000
3473,75003554
3475,183175
3476,0
3477,11136772
3478,10443595
3479,292100
3481,319840
3482,120838108
3483,0
3484,603556
3485,105492025
3486,0
3487,51695841
3488,15336464
3489,62401244
3490,40256255
3491,61193587
3492,21802818
3493,98246674
3494,38157
3495,22174746
3496,26968481
3497,63950831
3498,17829614
3499,0
3500,28489031
3501,23326791
3502,572163
3503,40825512
3504,16243530
3505,62248180
3507,8221348
3508,47379090
3509,200464305
3510,22097179
3512,45162741
3515,14677654
3516,22282943
3518,335153303
3519,0
3521,4787437
3522,23923412
3524,86783783
3525,45102532
3526,54557348
3527,30765827
3529,0
3530,917578
3531,1227579
3532,43566446
3533,507244
3534,386543828
3535,9999345
3536,50886633
3537,178801148
3538,97378456
3539,388370
3540,44331673
3541,3831023
3543,0
3544,80560043
3546,0
3547,51594045
3548,19473964
3549,4657319
3550,0
3551,0
3552,64755991
3553,9378606
3554,93527570
3555,33002895
3556,127445355
3557,31073673
3558,89341053
3559,237207
3560,28781487
3562,16387286
3563,0
3564,87160883
3565,40634144
3567,31540125
3568,31139747
3570,0
3572,173649942
3573,30609294
3574,132080
3575,18021140
3576,43907250
3578,37834845
3579,95016
3580,0
3581,0
3582,46132
3583,32049837
3584,38966057
3585,47914335
3586,87655309
3587,52221873
3588,39354817
3589,38108
3591,26278
3592,20437629
3593,42345531
3594,0
3595,12036041
3597,30860692
3598,20671492
3599,50637291
3600,94580660
3601,0
3602,55682070
3603,17450368
3604,10305887
3605,19341
3606,63540020
3608,12575
3609,126546825
3610,17684947
3611,132458264
3612,51296522
3613,34234541
3614,0
3616,753501
3617,156529868
3618,12443
3619,81525
3620,36018716
3621,41265465
3622,86939869
3623,114016079
3624,297117
3625,9403806
3626,30196591
3627,3014195
3628,6560356
3631,6284332
3632,429079511
3633,0
3635,9385084
3636,23022340
3637,55819446
3638,7168619
3639,86501024
3640,111761848
3642,19790159
3643,11754892
3644,139852971
3645,6685829
3646,160604553
3647,27611178
3648,37533512
3650,336467
3651,9002690
3652,192270453
3653,161888878
3654,64407
3656,2806
3657,49649032
3658,34766486
3660,53741058
3662,20605820
3663,40256914
3665,23487660
3667,125971592
3669,5845629
3670,77709081
3671,3375297
3672,4535117
3673,31698199
3674,3435878
3675,71608195
3676,78998779
3677,44313009
3678,38832
3679,0
3681,490157
3682,40171387
3683,14015214
3684,113078953
3685,58514856
3686,4098599
3687,6173485
3688,1063085
3689,51398743
3690,47754627
3691,184284
3692,10762178
3693,51895825
3694,79221
3695,37594318
3696,44583644
3697,35782635
3698,49244695
3699,5128156
3700,358068
3702,34053978
3703,68915751
3704,864453
3705,15523168
3706,30186128
3707,45001914
3708,0
3709,58371196
3710,37438678
3711,17034690
3712,24535723
3713,48875719
3714,19626255
3715,2596986
3716,116305017
3717,155909324
3718,172223545
3719,2872462
3720,6982166
3721,22518325
3722,80464418
3723,71317663
3724,6129199
3725,1175147
3726,23078891
3727,1618153
3728,81785339
3729,3014632
3730,0
3731,16493369
3732,24771959
3733,20182061
3735,40
3736,155883423
3737,41716303
3738,2896012
3739,22612
3740,8364160
3741,8997019
3743,81830054
3744,6448529
3745,0
3746,52750698
3748,11956384
3750,55200875
3752,25318126
3753,44224138
3754,8777157
3755,13196895
3756,164097331
3758,5083020
3759,59774
3760,75682
3761,80325903
3762,55289850
3763,247372035
3765,1197623
3766,9955347
3767,6592103
3768,15180953
3769,0
3770,34300771
3771,25167270
3772,32626287
3773,76272
3774,94691130
3775,1609685
3776,121681123
3777,16588226
3778,7893412
3779,36545405
3781,1341
3782,1424039
3783,0
3784,12505594
3786,81403103
3787,30689311
3788,11663619
3789,5127705
3791,90865568
3792,146072
3793,0
3794,9957870
3795,0
3796,93221054
3798,15257629
3799,156254417
3800,2968833
3801,230815659
3802,12734584
3803,596872
3804,12535427
3805,38048300
3806,261958
3807,19617559
3808,68018182
3809,50894511
3810,75539882
3811,17802715
3813,4008934
3814,4144287
3815,31456951
3816,46107556
3817,115490619
3818,39109615
3819,166395
3820,0
3821,120136047
3822,23937188
3823,8101297
3824,8231438
3825,73134
3826,39777103
3828,1584035
3829,7877218
3830,57899482
3831,0
3832,4125795
3833,0
3834,16252765
3835,4792
3837,47389
3838,27512975
3839,59023670
3840,43910416
3841,110732080
3842,1050445
3843,84450617
3846,72163627
3847,0
3848,36898100
3849,2399890
3850,0
3851,0
3852,23012199
3853,91983128
3854,410316
3855,217480936
3856,0
3857,200885680
3858,733901
3860,17238821
3861,630670530
3862,42671394
3863,105642222
3864,21245728
3865,47890074
3867,0
3868,97643469
3869,32420538
3870,0
3871,64393998
3872,20315324
3873,65929014
3874,42888931
3875,17860604
3877,0
3878,3836562
3879,121414316
3881,30630088
3882,24526801
3883,78214847
3884,25852163
3885,8048893
3886,611787
3888,7252073
3889,110879544
3890,0
3891,78051935
3892,46940797
3893,3275441
3894,6100000
3895,5501954
3896,11043608
3897,25916468
3898,38431420
3899,117303764
3900,1939140
3901,113462274
3902,72847087
3903,43572436
3904,26670716
3905,128438845
3906,219031244
3907,23112645
3908,26853255
3909,64095709
3910,15413483
3911,19258871
3912,4055761
3913,17434008
3914,24895260
3915,96566291
3916,61827361
3917,42194060
3918,0
3920,15932793
3921,14360465
3922,1060591
3923,0
3924,3667
3925,73169910
3926,31273744
3927,57161540
3929,97458332
3930,39474405
3933,4776979
3934,96924
3935,690
3936,6241697
3937,29017886
3938,14346583
3940,713413
3941,26374420
3943,0
3944,303372
3945,0
3946,31330558
3948,13523336
3949,85990398
3950,290119905
3951,80476073
3952,12240901
3953,45438960
3954,2259846
3955,25485445
3956,25988087
3957,112164367
3958,4646
3959,6329304
3960,91276270
3961,27605462
3962,2854881
3963,231535
3964,41910466
3965,4805103
3966,98426991
3967,51432028
3968,11204605
3969,20950820
3971,1576660
3972,66832631
3974,89933345
3977,97321914
3978,39321522
3980,75545767
3981,339624
3983,9979
3984,3076425
3985,37962078
3986,206400
3987,112251289
3988,1064357
3989,76619819
3990,1357042
3991,57366262
3992,55745668
3993,22928
3994,42258615
3995,21887137
3996,21496529
3997,1693236
3999,143976418
4000,26536120
4001,97026401
4002,20099097
4005,33649302
4006,15344115
4008,12544180
4009,621240
4011,68939103
4012,135580237
4013,14348123
4014,3134419
4015,11709
4016,8147111
4017,67250570
4018,114568077
4019,57343879
4020,94932
4022,19880326
4023,0
4024,20515899
4025,57504441
4028,30787447
4032,24445503
4033,36300149
4034,1339152
4035,5804058
4036,57082600
4037,15651208
4038,12452590
4040,0
4041,38509869
4042,86512604
4043,142890412
4044,265447
4045,63637112
4046,113621
4047,9986314
4048,0
4049,71705281
4050,509565
4051,41723205
4053,66806749
4054,21480194
4055,14990104
4056,5080856
4057,58747066
4059,9742113
4060,76944528
4061,67104097
4062,1459099
4064,7788411
4066,6248335
4067,49287592
4068,61984023
4069,73980204
4070,0
4071,7659900
4072,1521668
4073,1912875
4075,54102896
4076,0
4078,152814431
4079,7553334
4080,72376757
4081,58333325
4082,138028019
4083,3147678
4085,0
4087,29547108
4088,18368455
4089,54458411
4090,63968417
4091,3242721
4092,32468971
4094,103627
4095,0
4096,13643244
4097,11356605
4098,208110129
4101,45316
4102,32253224
4104,116825586
4105,33224818
4106,0
4108,2086345
4109,63804
4110,23360272
4111,111684551
4112,104042
4113,70225405
4114,118778015
4115,0
4116,2985126
4117,72534153
4118,3061778
4119,221994
4121,138676136
4122,4777007
4123,183310489
4124,45778700
4125,47874377
4126,36798949
4127,68462565
4129,36607261
4134,0
4135,245486610
4136,114336385
4140,2265349
4141,86384
4142,110689371
4143,0
4144,86847706
4145,45516046
4146,34170
4149,3966398
4150,11300321
4151,89433
4152,57873647
4153,8413170
4155,0
4156,5883575
4158,33478378
4159,34539670
4160,95606
4161,11147313
4162,0
4163,0
4164,33786315
4165,1226710
4166,67454998
4167,47755255
4168,0
4169,4404442
4170,106900
4171,0
4172,105836
4173,673
4174,35404411
4175,33201661
4177,108898626
4178,3861803
4179,40282524
4180,6024130
4181,721
4182,28937801
4183,120879
4184,65827269
4185,0
4187,0
4188,27322642
4191,2179594
4192,2029867
4193,36904895
4194,1719670
4195,54588133
4196,17012638
4197,0
4198,90123923
4199,126506123
4200,3589679
4201,8214940
4203,192266
4204,5260
4206,36501441
4207,53430442
4208,74266599
4209,0
4212,5510614
4213,364096663
4214,1365370
4215,45034729
4216,49406357
4217,26435
4218,32648949
4219,17702330
4220,0
4221,4398392
4222,0
4223,4694561
4224,240809694
4225,0
4226,76184288
4227,397342490
4228,31038020
4229,168888744
4230,2035566
4231,0
4233,45825559
4234,5770689
4236,29365581
4237,510670
4238,6118376
4239,0
4240,4238124
4241,0
4242,0
4243,75274501
4244,0
4245,22986141
4246,91567037
4249,61422670
4250,3895664
4251,74718
4252,26871147
4254,107737
4255,6881147
4256,226221
4257,30227181
4258,15481368
4259,20715949
4260,186296
4261,179208680
4262,943451
4264,13215008
4265,75989836
4266,79156197
4267,21005329
4268,21751970
4269,1133046
4270,0
4271,52997794
4272,24432688
4273,32890226
4274,39192236
4275,20089652
4276,24107779
4277,2990950
4278,25552635
4281,4394936
4283,12919
4284,16798939
4286,15592072
4287,298888
4288,347591213
4289,218808
4290,514726
4291,175608742
4292,6387123
4293,21218005
4294,0
4295,10728168
4297,0
4298,0
4301,2491236
4305,0
4306,2245161
4308,24712574
4309,20907491
4311,11139848
4313,0
4315,29383726
4316,256273473
4317,33054596
4319,129168
4320,8039967
4321,32390193
4322,145000989
4324,53728668
4325,24281118
4328,11047686
4330,26893
4332,29664735
4334,20260521
4335,18080122
4337,0
4338,4721177
4339,24511681
4340,2056886
4341,29204214
4343,129090340
4345,175033629
4346,88877441
4347,0
4348,487233
4349,22222749
4351,211805
4352,59304380
4353,21952690
4354,138368738
4355,29216717
4356,4054040
4358,9981
4359,12241203
4360,25282222
4361,70327868
4362,83975867
4364,24816
4365,0
4366,53728668
4367,38835628
4368,69012830
4369,2729091
4370,96914879
4371,36070806
4372,293675
4373,23324666
4374,159158406
4375,169804361
4376,84494657
4377,2129442
4378,103753351
4379,27649295
4380,297468003
4382,12814761
4384,0
4385,135593664
4386,44978153
4387,19398024
4389,78845130
4391,126021
4392,57196043
4394,29035758
4395,51661828
4396,6615578
4397,89593836
4400,113771630
4401,49499663
4403,34244410
4404,58286686
4405,76039
4406,3555153
4407,105323
4408,12354260
4409,50096686
4410,19054002
4411,14867028
4413,0
4415,31911193
4416,631
4417,0
4418,0
4419,33478378
4420,5696756
4421,0
4422,22569
4424,295983731
4425,173271961
4426,8674442
4427,4294796
4429,39904
4430,0
4431,16532463
4432,36669192
4434,224780256
4435,56115479
4436,124595576
4437,0
4438,38340
4439,337788
4440,59823
4442,167255
4443,50875036
4445,142411169
4446,5106911
4448,24399589
4449,69952775
4450,126473487
4451,63196278
4452,15992784
4453,984619
4454,43285247
4455,77222184
4458,0
4459,181798
4460,92678
4462,96405476
4463,31310884
4464,49135723
4465,3184256
4466,106972424
4467,169666794
4468,63009406
4469,1313562
4470,0
4471,36267674
4472,11701268
4473,16931893
4474,147132359
4475,24748796
4476,24824342
4477,0
4478,33224818
4480,26874431
4482,0
4484,7450
4486,73343546
4487,39498686
4488,18461542
4489,5227713
4491,9253462
4492,38108004
4493,116761509
4495,1652472
4497,24053323
4499,0
4501,0
4502,0
4503,264227
4504,8172706
4505,2232207
4506,102061754
4507,12285638
4508,311653
4510,24974065
4512,18855427
4513,10326062
4514,237
4515,63700538
4516,44714668
4517,100789551
4518,3034684
4519,9591192
4520,96389
4521,102158192
4522,5333004
4523,8891530
4524,8557
4525,25167057
4526,249151
4527,138639745
4528,163428288
4529,3274575
4530,26125960
4531,33767348
4532,17520728
4533,31330558
4534,53103511
4535,16182617
4537,19554009
4538,45381748
