id,gross2016
1375,241982
1376,0
1377,12465772
1378,12027
1379,17040708
1380,152794285
1381,1625771
1383,62173180
1384,99936908
1386,56562402
1387,10241487
1388,29813242
1389,1914975
1390,2633123
1391,41794331
1393,25902113
1394,64210291
1395,0
1396,16126295
1398,284013437
1399,21790328
1400,16269534
1401,183211
1402,5251220
1403,33604165
1404,20285518
1405,273420
1406,47881240
1407,43606301
1408,38363172
1409,63841499
1410,78670353
1412,7874
1413,4519696
1414,0
1415,79471466
1416,8510489
1418,87168016
1419,2202221
1420,29830941
1422,30756653
1423,13463184
1424,269691744
1425,74037171
1427,71442
1428,1638
1430,1448501
1432,5120946
1433,116093589
1435,29225936
1436,269525544
1437,12443195
1438,927107
1439,964702
1440,97832406
1442,13834344
1443,20099097
1444,60580485
1447,30154904
1448,293109976
1449,544518
1450,10499051
1451,0
1452,565282
1454,42710010
1455,0
1457,18996755
1458,0
1460,478038
1461,20858322
1462,81932562
1463,32201475
1464,13071296
1467,28737405
1469,36581633
1470,0
1471,80340452
1472,76613215
1475,124528961
1476,124773376
1477,74712
1478,128801995
1479,0
1480,280524278
1481,0
1482,1172769
1483,26175826
1484,125568922
1485,39502371
1486,181360280
1487,14418
1488,38536491
1489,14291570
1490,17849787
1491,13734178
1492,120687629
1493,79758484
1495,35957422
1496,21256223
1497,48078915
1498,7590
1500,143924889
1501,13725244
1502,80606460
1504,95861358
1505,63897924
1507,0
1508,30393845
1509,72319831
1510,32571671
1511,51577968
1512,112561698
1513,239513227
1514,143677235
1516,50127954
1517,7774037
1518,31897340
1519,110689371
1520,4787437
1521,20106379
1522,4118470
1523,1360185
1524,18525
1525,2149
1526,30907655
1527,17188271
1528,12239092
1529,71371851
1530,15975059
1532,1938772
1533,217580
1534,216524754
1535,25697423
1538,134487838
1540,50603
1541,11120486
1542,18934858
1543,36903885
1544,85500357
1545,11709
1546,87569597
1547,0
1548,30852706
1549,67528
1551,13572054
1552,279872580
1553,24469614
1554,5720655
1555,50070836
1556,89763694
1557,32213195
1560,76322939
1561,27875898
1562,86515565
1563,91651394
1564,76619819
1565,44476
1566,36290223
1567,32519322
1568,536683
1569,9247769
1570,965111
1572,23102159
1574,62862656
1577,130985612
1578,15351930
1580,0
1581,356086
1582,102890449
1583,57501387
1584,43075622
1585,118831363
1586,4171773
1588,54281
1589,111898436
1591,441340161
1593,54828123
1594,96029161
1595,134125670
1596,6468087
1597,55399372
1598,19671131
1600,11553030
1601,36833473
1602,232276503
1603,0
1604,512494
1606,32084375
1608,12074446
1609,1063
1610,2738371
1611,2950904
1613,16643988
1615,278649526
1616,1175323
1617,4779930
1618,169226972
1620,444015
1622,625833
1624,89628181
1626,35413156
1627,390654208
1628,148517632
1629,96026129
1630,66209303
1631,1809193
1632,13060130
1633,123295045
1634,0
1636,36134048
1638,87514362
1639,0
1640,57158345
1641,175304
1643,4389
1644,3321872
1645,23434692
1646,70517179
1647,49003153
1648,36485136
1649,14526498
1651,29326868
1652,5247336
1654,18463981
1655,45669536
1656,98648131
1657,86717466
1658,13265032
1659,5996689
1660,115642313
1663,62833328
1664,3139229
1665,30810778
1666,105048721
1667,147090024
1668,3736766
1669,14930
1670,45108
1671,15430752
1672,0
1673,24941671
1674,33512666
1676,23237100
1677,183662
1678,247139
1679,72662073
1680,0
1681,13404825
1682,4063859
1684,0
1685,72543168
1687,3321114
1688,322223576
1689,206036
1690,32001681
1691,2341675
1692,357504684
1694,100077951
1695,221648
1696,32850345
1698,120211303
1699,155674105
1700,1135889
1701,35887822
1702,1632649
1703,28800570
1704,0
1705,119430258
1706,4482480
1709,7759545
1710,19692002
1712,63145069
1713,108512391
1714,10251614
1715,10048015
1716,60292
1717,41094500
1718,7002255
1719,36553898
1721,14790
1723,85893324
1724,69662501
1725,143958437
1726,206931722
1727,27549044
1728,218719832
1729,50345552
1730,0
1732,54000538
1733,1506809
1734,37724770
1735,0
1736,92797680
1738,392800
1739,1744526
1740,16791256
1741,6551185
1742,77836207
1743,32675352
1744,208146301
1745,17281832
1746,158975
1747,395592
1748,158205918
1749,66725760
1751,171140
1752,28535772
1753,75737265
1755,152815013
1756,78090270
1757,10015405
1759,178414499
1760,42113023
1761,40830320
1762,76185369
1763,82543096
1764,43428175
1765,9832030
1766,3071230
1767,109204882
1768,86897398
1769,12015975
1770,28874967
1772,17084813
1773,29390297
1774,111673027
1775,44629647
1776,165478202
1777,76647042
1778,75312919
1779,155114119
1780,9779790
1781,22531698
1782,105536612
1783,68247242
1784,99630901
1785,24658981
1786,6897872
1787,114839841
1788,137392608
1789,14825296
1791,39623555
1792,34014398
1793,0
1794,68478772
1796,62302891
1797,7092054
1798,86608620
1799,23391681
1802,40765720
1804,5282179
1806,38619325
1807,36468178
1809,352402944
1810,102267011
1811,72360494
1812,14458062
1813,100184386
1814,1276984
1816,35449439
1817,2030870
1819,25398155
1820,96395
1822,72451999
1823,73757448
1824,2318
1825,100788258
1826,76424681
1827,3296457
1828,49790011
1829,233404
1830,41286747
1833,845183
1834,10263660
1835,3593187
1836,0
1837,176207499
1838,119699377
1839,29356393
1840,57707142
1841,904836
1842,0
1843,4584
1844,26598896
1845,3017167
1846,51910585
1847,38361695
1848,13749323
1849,0
1850,15041540
1851,24758700
1852,6704059
1853,2712928
1854,1197786
1855,0
1856,154183521
1857,0
1858,57040487
1859,96062996
1860,64426207
1861,7493125
1863,62402489
1864,178888040
1865,32542854
1867,0
1868,764401
1869,9734299
1870,7049119
1871,13854297
1872,48697710
1875,4977
1876,0
1878,4540393
1880,1055654
1881,51933986
1882,14881
1883,15607336
1884,39084
1885,6080101
1886,36949923
1887,33477563
1889,30256606
1890,23213577
1891,37367087
1892,7581657
1894,142450651
1895,0
1896,1093287
1897,1900017
1898,135201087
1899,86303323
1900,13687133
1902,119560357
1903,36118296
1904,58076889
1906,0
1907,12290
1908,164737444
1909,0
1910,118020
1911,2402184
1912,3244168
1913,303561
1914,53564563
1916,57919915
1917,11296
1918,96178186
1919,10061
1920,207688158
1921,44823215
1922,52941224
1924,38004729
1928,41020
1929,98059752
1930,7497712
1931,169804361
1933,45852109
1934,1677723
1935,19413487
1936,30115630
1938,121088571
1939,33040098
1940,37567108
1941,5501940
1942,18942720
1943,0
1944,4314364
1945,315675216
1946,1369384
1947,0
1948,4128527
1950,50190446
1951,0
1952,6724377
1953,12074
1954,82233641
1955,75399832
1957,44981802
1959,41989107
1960,12798832
1961,16697781
1962,57457203
1965,158464189
1966,11296368
1967,28925987
1968,88435
1970,36051862
1971,42928678
1972,15044113
1973,10105505
1974,0
1975,3393636
1976,0
1978,18553932
1979,0
1981,0
1982,168822956
1983,51207
1984,384983424
1985,38185059
1986,11871531
1987,14511463
1988,0
1991,33401558
1993,20308
1994,67495868
1995,43855146
1996,79495308
1997,105048958
2000,10107426
2001,6221845
2002,48655005
2003,142007897
2004,6852475
2006,34452
2007,17538444
2008,2082834
2009,0
2010,0
2011,46371462
2012,14527186
2013,13180787
2014,16369257
2016,18257019
2017,24798927
2018,18246863
2019,553932
2020,63203727
2021,444394
2023,148396291
2024,18183207
2025,9120333
2026,146706
2028,45516046
2030,2688625
2031,104727
2032,0
2033,56413731
2034,31304852
2036,54258780
2037,39647137
2039,0
2040,805444
2041,7118657
2042,33544388
2043,22794
2044,420004
2045,16266752
2046,347803
2047,3637047
2048,7433959
2049,0
2050,112240780
2052,126906585
2053,22235600
2054,80716200
2055,21905216
2056,66978000
2058,774523
2059,14511872
2060,10053588
2061,8101292
2063,16392205
2064,7353
2066,912121
2067,73343546
2068,42835177
2069,14609
2071,553793
2072,3205131
2074,10119753
2075,33268966
2076,31540125
2077,65317925
2078,30948
2079,0
2080,65447673
2081,99652
2082,79746613
2083,121577143
2085,24586174
2086,53471795
2087,682012
2088,0
2089,63538834
2091,5990075
2092,96924664
2093,80719607
2095,49611441
2096,0
2097,5744925
2098,36431096
2099,61221231
2100,2208939
2102,11197364
2103,16984459
2104,63642584
2105,42647410
2106,15152879
2107,0
2108,20296165
2112,178131442
2114,1046166
2115,0
2116,76599004
2117,42565739
2118,20116028
2119,61535711
2120,116825651
2121,33916916
2122,341616238
2123,3637819
2126,0
2127,25277671
2129,13171401
2130,195448
2131,16640154
2132,74552418
2134,57763843
2135,15870098
2136,63196097
2137,122749915
2138,8453438
2139,73541087
2140,7141199
2141,34948295
2143,25753297
2144,236059
2145,87997
2146,0
2147,99721161
2148,0
2149,7749251
2150,1081
2151,30639601
2152,21300135
2153,2114108
2154,85917306
2155,27645896
2156,16444724
2157,36872215
2158,4494369
2159,50679019
2160,179692518
2161,542860
2163,112544044
2164,0
2168,4305422
2169,148584576
2170,0
2172,140181320
2173,28973240
2174,36577838
2175,9987763
2176,6265026
2177,21784736
2178,44368755
2180,3955993
2182,389886328
2183,96153567
2184,117969354
2185,835544
2186,136551281
2190,34488761
2192,0
2193,5637166
2194,128937
2195,39829404
2196,69149171
2197,38489764
2198,80663421
2200,24987154
2201,5725
2203,12090104
2204,7939
2205,214292310
2206,6196279
2207,57302989
2208,2969457
2209,134281
2210,34293771
2211,58747817
2213,33767348
2214,72391317
2215,21480
2216,1238313
2218,417915584
2220,33314017
2222,100746586
2223,195868441
2224,0
2225,5414378
2226,194230115
2227,245069298
2229,9780397
2231,113637624
2233,53614091
2234,25863
2235,45267451
2236,137065753
2238,13577416
2239,98032
2240,15126299
2242,60537005
2244,33428745
2246,161062412
2247,23823247
2249,63640723
2250,129626107
2251,28822976
2252,27098580
2254,15131330
2256,22301900
2257,13514446
2258,14430787
2259,33163963
2260,90791561
2261,0
2262,69206903
2263,188789549
2264,30730867
2265,68007115
2266,205827
2267,54312600
2270,611709
2271,8707823
2272,3351206
2273,4871423
2274,77148611
2275,154459424
2276,454806
2277,0
2278,108087
2279,7378374
2280,0
2281,26274532
2282,3419891
2283,96337474
2285,103643023
2286,124219459
2287,66165176
2288,418953
2289,2222647
2291,69375023
2294,118778015
2295,102405521
2297,813257
2298,1442931
2299,4735972
2300,0
2301,16409
2302,23940130
2304,1249365
2305,31349670
2308,172531246
2309,62715434
2310,5419459
2311,322152
2312,373232
2313,25070085
2314,17421
2316,42959928
2317,40957735
2318,3829950
2320,0
2321,130648047
2322,188216875
2323,248704479
2324,36468552
2325,16569524
2326,318968494
2328,68387328
2329,61444131
2330,940457
2331,114343404
2332,21496
2333,72390195
2335,4349650
2336,1687311
2337,6109075
2339,0
2340,603963
2341,97959498
2342,36288431
2343,30133502
2344,559238
2345,33227908
2346,34391448
2347,24764376
2349,18058601
2351,149986301
2352,11759383
2353,21453812
2354,0
2356,21039048
2357,12455886
2358,280131033
2360,14888646
2361,383700306
2363,10137232
2364,9437933
2367,27136603
2368,85493977
2369,116523697
2370,34898467
2371,97965860
2373,9703900
2374,0
2375,0
2376,1914975
2377,0
2378,34736911
2379,214202
2380,67998644
2381,0
2382,51070095
2383,0
2384,10920935
2386,31230246
2387,0
2388,1268740
2389,12994845
2390,56204755
2391,4229341
2392,0
2394,3109743
2395,127705712
2396,2062945
2397,12984450
2398,22795969
2399,96859947
2400,48647681
2401,47033640
2402,407792
2403,7242435
2404,6136734
2406,266967
2407,18161213
2408,8629943
2409,14240
2410,156977262
2411,33478378
2412,106802417
2413,20231087
2414,243638439
2415,31932161
2416,53377751
2417,17655191
2418,0
2419,168981049
2422,231144511
2423,769
2424,5324
2425,95752098
2426,27468244
2427,7177826
2428,14900064
2429,23791930
2430,1867309
2431,45001914
2433,45750084
2434,12256980
2435,0
2436,21346554
2437,31014337
2438,35172260
2439,1639324
2440,403649
2441,0
2442,17342904
2443,3874700
2445,30519790
2446,43130062
2447,0
2448,206240240
2449,61763607
2451,7159147
2452,135331461
2453,454370621
2455,10106614
2456,3738971
2457,12074617
2458,29019345
2459,43326
2460,42297389
2461,0
2462,101847105
2463,11394101
2464,126387
2466,44480852
2468,12048554
2469,3455838
2471,566846
2472,3057355
2473,20558871
2474,64481417
2475,54292321
2476,19395825
2477,27958636
2478,113130537
2479,60715700
2480,41094500
2481,172359000
2484,0
2486,31973840
2487,416458693
2488,257074233
2489,54275008
2490,71005512
2491,4014769
2492,0
2493,5495381
2494,66357970
2495,248976479
2496,99328538
2497,175638050
2498,67025754
2499,32001920
2500,23975768
2501,143704
2504,55848985
2505,18705
2506,20640788
2507,80250344
2509,49558214
2510,60987897
2511,14460098
2514,2332
2515,39166293
2516,48883365
2518,24012770
2520,0
2521,332801
2522,0
2523,52630562
2524,22494487
2525,10476638
2526,9885523
2527,50509838
2528,44636
2530,14049503
2531,110197
2532,710261
2535,7126586
2536,499788
2537,1903257
2538,69995963
2539,11693237
2540,17805166
2541,5170432
2542,131892055
2543,5297109
2544,97156455
2546,52576177
2547,154622033
2548,27529409
2549,5179545
2550,40475629
2551,18947630
2552,823441
2553,3065019
2554,96240331
2555,20461563
2556,4818552
2557,67892544
2558,0
2559,27771
2560,55710423
2561,428715
2562,32874622
2563,64940226
2564,44845264
2566,13747637
2568,83397165
2570,13018873
2571,0
2572,99398928
2573,14806612
2575,400486
2576,0
2577,4532971
2579,36729409
2581,225377
2583,16247979
2584,41150
2585,4069628
2586,119201
2587,77413017
2588,76549323
2589,56376036
2590,9191880
2591,76487321
2592,0
2593,26735
2594,55938960
2595,196614107
2597,45001914
2598,5082873
2599,37784793
2600,85433
2601,79854461
2602,108875901
2603,12016700
2604,47370785
2605,169708656
2606,17848322
2608,0
2609,17321123
2611,316209366
2612,0
2613,7242119
2617,88950
2618,31966801
2619,16861338
2620,67369097
2621,64300787
2623,174458483
2624,60543397
2628,13604350
2629,28928207
2630,219160
2631,31643386
2632,24702262
2633,55516937
2636,1789892
2638,141790267
2639,590934
2640,45296390
2641,28322565
2642,37621621
2643,444901
2644,11304211
2645,105317739
2646,1670679
2647,27827040
2648,3260162
2651,10269272
2652,0
2653,193749148
2654,78802681
2655,52838683
2656,4417670
2657,8342171
2658,0
2659,56430
2660,70421
2661,34189321
2662,6167817
2663,27123833
2665,5748359
2666,1988745
2668,1028658
2671,29605675
2673,34277121
2674,30155371
2675,190431
2676,6973239
2677,9718287
2678,0
2680,20470428
2683,319473
2684,23434906
